<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.02	00:00:00	1518.06	1531.39	1517.27	1529.08	154771	0	0
2020.01.02	01:00:00	1519.89	1521.14	1518.12	1518.26	2381	0	23
2020.01.02	02:00:00	1518.27	1519.27	1518.01	1518.55	1573	0	23
2020.01.02	03:00:00	1518.51	1520.82	1517.14	1519.32	3497	0	23
2020.01.02	04:00:00	1519.34	1520.81	1518.34	1520.52	2282	0	23
2020.01.02	05:00:00	1520.52	1521.09	1519.74	1520.27	1427	0	25
2020.01.02	06:00:00	1520.25	1520.35	1519.46	1519.46	749	0	25
2020.01.02	07:00:00	1519.42	1520.37	1518.93	1520.19	1579	0	23
2020.01.02	08:00:00	1520.21	1520.91	1519.26	1520.82	2192	0	23
2020.01.02	09:00:00	1520.83	1521.34	1519.04	1519.11	2840	0	23
2020.01.02	10:00:00	1519.10	1520.97	1518.39	1520.72	3928	0	23
2020.01.02	11:00:00	1520.71	1521.29	1519.52	1520.61	2366	0	23
2020.01.02	12:00:00	1520.62	1521.32	1519.62	1521.17	2438	0	23
2020.01.02	13:00:00	1521.16	1522.37	1521.11	1521.94	2209	0	23
2020.01.02	14:00:00	1521.94	1523.60	1521.52	1523.05	2217	0	23
2020.01.02	15:00:00	1523.02	1529.00	1522.65	1528.00	5838	0	23
2020.01.02	16:00:00	1528.00	1530.48	1525.54	1526.26	8563	0	23
2020.01.02	17:00:00	1526.26	1531.28	1525.81	1529.09	7464	0	23
2020.01.02	18:00:00	1529.15	1529.16	1525.20	1525.46	4761	0	23
2020.01.02	19:00:00	1525.49	1525.99	1522.75	1525.19	3771	0	23
2020.01.02	20:00:00	1525.19	1526.46	1524.84	1526.29	3038	0	23
2020.01.02	21:00:00	1526.29	1526.88	1525.49	1526.69	1816	0	23
2020.01.02	22:00:00	1526.69	1528.54	1526.44	1528.29	1862	0	23
2020.01.02	23:00:00	1528.27	1528.94	1527.86	1528.70	499	0	23
2020.01.03	00:00:00	1528.89	1553.49	1528.04	1551.48	229906	0	0
2020.01.03	01:00:00	1528.54	1528.83	1527.88	1528.72	949	0	23
2020.01.03	02:00:00	1528.91	1530.58	1528.91	1530.49	1530	0	23
2020.01.03	03:00:00	1530.48	1535.71	1529.86	1534.87	4234	0	23
2020.01.03	04:00:00	1534.88	1541.01	1532.54	1538.22	9548	0	23
2020.01.03	05:00:00	1538.27	1540.50	1537.71	1538.54	5400	0	23
2020.01.03	06:00:00	1538.54	1539.59	1537.39	1538.72	2644	0	23
2020.01.03	07:00:00	1538.70	1543.77	1538.28	1541.39	4951	0	23
2020.01.03	08:00:00	1541.36	1542.51	1540.95	1541.18	2550	0	23
2020.01.03	09:00:00	1541.18	1543.89	1540.12	1543.33	4646	0	23
2020.01.03	10:00:00	1543.38	1545.30	1542.89	1544.21	4676	0	23
2020.01.03	11:00:00	1544.23	1550.33	1544.10	1546.74	4970	0	23
2020.01.03	12:00:00	1546.83	1549.54	1545.26	1548.44	5163	0	23
2020.01.03	13:00:00	1548.48	1551.45	1547.84	1549.34	3961	0	23
2020.01.03	14:00:00	1549.35	1549.95	1545.30	1546.36	4496	0	23
2020.01.03	15:00:00	1546.27	1547.32	1540.84	1546.21	7033	0	23
2020.01.03	16:00:00	1546.30	1548.03	1544.05	1545.96	9841	0	23
2020.01.03	17:00:00	1549.33	1551.00	1546.81	1548.79	10434	0	23
2020.01.03	18:00:00	1548.80	1550.39	1547.53	1548.22	3862	0	23
2020.01.03	19:00:00	1548.20	1548.82	1546.92	1548.72	2865	0	23
2020.01.03	20:00:00	1548.72	1553.44	1548.32	1549.48	4212	0	23
2020.01.03	21:00:00	1549.44	1549.72	1546.16	1547.77	4106	0	23
2020.01.03	22:00:00	1547.76	1549.00	1546.84	1548.97	2873	0	23
2020.01.03	23:00:00	1549.05	1551.89	1548.58	1551.44	1083	0	23
2020.01.06	00:00:00	1560.40	1588.02	1559.29	1565.50	272948	0	0
2020.01.06	01:00:00	1566.71	1588.04	1566.28	1569.16	9177	0	23
2020.01.06	02:00:00	1569.14	1570.81	1567.04	1569.46	6698	0	23
2020.01.06	03:00:00	1569.43	1579.98	1568.79	1577.70	7905	0	23
2020.01.06	04:00:00	1577.71	1577.95	1575.20	1577.49	4056	0	23
2020.01.06	05:00:00	1577.48	1579.43	1576.76	1578.03	3118	0	23
2020.01.06	06:00:00	1578.01	1578.23	1574.81	1576.01	3645	0	23
2020.01.06	07:00:00	1576.03	1577.29	1573.42	1574.87	3527	0	23
2020.01.06	08:00:00	1574.84	1577.70	1573.58	1574.31	4093	0	23
2020.01.06	09:00:00	1574.28	1575.11	1570.15	1574.11	5869	0	23
2020.01.06	10:00:00	1574.13	1576.43	1571.29	1575.61	6676	0	23
2020.01.06	11:00:00	1575.63	1577.97	1574.19	1577.20	4654	0	23
2020.01.06	12:00:00	1577.20	1577.61	1575.03	1577.54	3316	0	23
2020.01.06	13:00:00	1577.53	1579.24	1576.08	1578.87	2959	0	23
2020.01.06	14:00:00	1578.69	1578.95	1576.04	1576.60	3515	0	23
2020.01.06	15:00:00	1576.59	1577.62	1571.42	1574.19	7084	0	23
2020.01.06	16:00:00	1574.28	1576.59	1572.53	1572.86	8884	0	23
2020.01.06	17:00:00	1572.86	1574.12	1560.87	1564.16	12987	0	23
2020.01.06	18:00:00	1564.25	1565.63	1560.72	1564.63	6976	0	23
2020.01.06	19:00:00	1564.63	1565.25	1562.04	1564.42	4172	0	23
2020.01.06	20:00:00	1564.44	1568.43	1563.76	1566.47	4734	0	23
2020.01.06	21:00:00	1566.43	1567.59	1562.94	1564.75	3819	0	23
2020.01.06	22:00:00	1564.77	1566.78	1564.23	1565.53	2710	0	23
2020.01.06	23:00:00	1565.49	1566.70	1565.13	1565.63	1520	0	23
2020.01.07	00:00:00	1565.26	1577.32	1555.34	1574.33	242398	0	0
2020.01.07	01:00:00	1565.18	1565.67	1563.53	1563.68	2027	0	23
2020.01.07	02:00:00	1563.70	1565.51	1562.54	1564.21	2628	0	23
2020.01.07	03:00:00	1564.21	1564.55	1556.45	1557.80	5148	0	23
2020.01.07	04:00:00	1557.81	1560.83	1555.24	1558.91	4557	0	23
2020.01.07	05:00:00	1558.90	1559.91	1558.26	1558.95	1602	0	23
2020.01.07	06:00:00	1558.96	1559.73	1557.86	1559.16	1430	0	23
2020.01.07	07:00:00	1559.17	1562.92	1558.95	1562.40	3141	0	23
2020.01.07	08:00:00	1562.45	1569.24	1562.28	1564.72	6294	0	23
2020.01.07	09:00:00	1564.70	1570.84	1564.51	1569.66	5988	0	23
2020.01.07	10:00:00	1569.54	1570.41	1564.48	1564.79	7139	0	23
2020.01.07	11:00:00	1564.83	1566.80	1563.16	1566.12	4405	0	23
2020.01.07	12:00:00	1566.06	1567.11	1565.05	1565.60	3809	0	23
2020.01.07	13:00:00	1565.58	1568.80	1565.41	1567.53	2848	0	23
2020.01.07	14:00:00	1567.50	1569.50	1563.79	1565.10	4325	0	23
2020.01.07	15:00:00	1565.06	1568.22	1564.54	1568.08	6946	0	23
2020.01.07	16:00:00	1568.08	1571.60	1566.16	1568.89	8739	0	23
2020.01.07	17:00:00	1568.88	1571.30	1565.44	1568.51	11789	0	23
2020.01.07	18:00:00	1568.49	1571.67	1568.32	1570.99	7038	0	23
2020.01.07	19:00:00	1571.01	1573.08	1570.78	1571.81	4398	0	23
2020.01.07	20:00:00	1571.81	1573.04	1570.64	1572.33	3224	0	23
2020.01.07	21:00:00	1572.31	1572.99	1569.50	1571.14	4104	0	23
2020.01.07	22:00:00	1571.17	1571.92	1569.61	1571.60	2642	0	23
2020.01.07	23:00:00	1571.69	1577.24	1571.40	1573.19	3330	0	23
2020.01.08	00:00:00	1575.74	1611.39	1552.28	1556.30	349912	0	0
2020.01.08	01:00:00	1574.05	1598.29	1574.05	1594.96	11096	0	23
2020.01.08	02:00:00	1594.85	1611.26	1592.52	1598.89	15766	0	23
2020.01.08	03:00:00	1598.85	1604.70	1590.51	1593.37	13523	0	23
2020.01.08	04:00:00	1593.38	1594.45	1583.57	1585.40	11913	0	23
2020.01.08	05:00:00	1585.44	1593.82	1584.91	1590.66	8632	0	23
2020.01.08	06:00:00	1590.65	1593.59	1589.19	1593.07	3707	0	23
2020.01.08	07:00:00	1593.05	1595.22	1591.17	1594.42	6113	0	23
2020.01.08	08:00:00	1594.35	1595.07	1592.00	1593.05	4770	0	23
2020.01.08	09:00:00	1593.05	1593.34	1585.83	1588.54	8437	0	23
2020.01.08	10:00:00	1588.51	1588.90	1579.95	1580.91	9239	0	23
2020.01.08	11:00:00	1581.00	1585.67	1579.18	1583.62	5233	0	23
2020.01.08	12:00:00	1583.62	1584.72	1578.91	1580.64	4785	0	23
2020.01.08	13:00:00	1580.65	1582.52	1575.39	1577.16	5385	0	23
2020.01.08	14:00:00	1577.16	1579.95	1573.43	1575.27	4971	0	23
2020.01.08	15:00:00	1575.36	1577.49	1568.02	1576.67	9895	0	23
2020.01.08	16:00:00	1576.65	1578.24	1570.94	1573.46	8926	0	23
2020.01.08	17:00:00	1573.30	1574.70	1569.97	1573.49	7165	0	23
2020.01.08	18:00:00	1573.48	1573.48	1552.54	1558.82	14908	0	23
2020.01.08	19:00:00	1558.81	1561.92	1557.01	1561.84	8909	0	23
2020.01.08	20:00:00	1561.84	1562.20	1555.94	1555.94	6117	0	23
2020.01.08	21:00:00	1555.94	1556.06	1552.17	1554.05	4124	0	23
2020.01.08	22:00:00	1554.09	1561.97	1553.12	1559.85	4839	0	23
2020.01.08	23:00:00	1559.80	1560.71	1555.16	1556.26	2125	0	23
2020.01.09	00:00:00	1556.68	1561.36	1540.24	1552.25	216718	0	0
2020.01.09	01:00:00	1555.00	1560.25	1554.73	1557.99	3040	0	23
2020.01.09	02:00:00	1557.92	1558.47	1553.74	1556.57	3407	0	23
2020.01.09	03:00:00	1556.58	1561.27	1555.96	1559.59	3866	0	23
2020.01.09	04:00:00	1559.61	1560.72	1558.89	1560.47	1816	0	23
2020.01.09	05:00:00	1560.47	1560.48	1556.40	1558.67	2177	0	23
2020.01.09	06:00:00	1558.67	1559.35	1557.90	1558.30	1169	0	23
2020.01.09	07:00:00	1558.32	1558.89	1554.99	1555.25	3234	0	23
2020.01.09	08:00:00	1555.21	1555.81	1540.15	1544.07	8543	0	23
2020.01.09	09:00:00	1544.08	1547.33	1543.94	1545.45	5349	0	23
2020.01.09	10:00:00	1545.47	1548.59	1544.47	1547.27	6297	0	23
2020.01.09	11:00:00	1547.23	1547.72	1544.77	1546.25	5331	0	23
2020.01.09	12:00:00	1546.25	1548.14	1545.52	1547.35	2509	0	23
2020.01.09	13:00:00	1547.31	1549.28	1547.10	1548.34	2152	0	23
2020.01.09	14:00:00	1548.34	1556.49	1546.37	1554.66	5837	0	23
2020.01.09	15:00:00	1554.64	1554.73	1548.71	1549.77	7983	0	23
2020.01.09	16:00:00	1549.76	1552.56	1547.64	1551.63	7871	0	23
2020.01.09	17:00:00	1551.65	1552.47	1544.71	1546.64	8582	0	23
2020.01.09	18:00:00	1546.64	1550.12	1546.56	1549.44	6024	0	23
2020.01.09	19:00:00	1549.40	1552.13	1549.12	1549.17	4461	0	23
2020.01.09	20:00:00	1549.21	1555.00	1549.21	1552.70	5747	0	23
2020.01.09	21:00:00	1552.72	1554.38	1552.24	1552.63	3358	0	23
2020.01.09	22:00:00	1552.63	1552.98	1549.67	1550.73	3630	0	23
2020.01.09	23:00:00	1550.76	1552.45	1550.65	1552.04	1355	0	23
2020.01.10	00:00:00	1552.16	1563.19	1545.75	1561.92	167318	0	0
2020.01.10	01:00:00	1552.68	1553.78	1551.62	1552.64	1286	0	23
2020.01.10	02:00:00	1552.57	1552.58	1550.05	1551.83	2608	0	23
2020.01.10	03:00:00	1551.75	1551.84	1547.45	1547.92	4879	0	23
2020.01.10	04:00:00	1547.87	1549.24	1547.10	1548.75	2351	0	23
2020.01.10	05:00:00	1548.75	1548.87	1546.19	1546.31	1743	0	23
2020.01.10	06:00:00	1546.28	1547.28	1545.66	1547.00	1232	0	23
2020.01.10	07:00:00	1547.00	1548.63	1546.44	1548.28	1640	0	23
2020.01.10	08:00:00	1548.26	1548.37	1546.13	1547.79	2593	0	23
2020.01.10	09:00:00	1547.79	1551.64	1547.30	1550.64	3203	0	23
2020.01.10	10:00:00	1550.95	1552.41	1549.74	1551.00	3107	0	23
2020.01.10	11:00:00	1551.02	1551.24	1547.74	1548.23	3135	0	23
2020.01.10	12:00:00	1548.13	1549.65	1548.04	1548.75	2234	0	23
2020.01.10	13:00:00	1548.77	1550.84	1547.94	1550.61	1682	0	23
2020.01.10	14:00:00	1550.56	1550.56	1548.69	1549.44	1921	0	23
2020.01.10	15:00:00	1549.45	1556.52	1546.72	1548.62	10647	0	23
2020.01.10	16:00:00	1548.66	1554.44	1547.69	1553.30	9248	0	23
2020.01.10	17:00:00	1553.32	1559.34	1552.79	1558.54	7695	0	23
2020.01.10	18:00:00	1558.53	1560.95	1557.75	1559.88	8013	0	23
2020.01.10	19:00:00	1559.87	1560.94	1557.94	1559.37	5547	0	23
2020.01.10	20:00:00	1559.36	1559.46	1558.15	1558.47	2828	0	23
2020.01.10	21:00:00	1558.45	1558.96	1557.80	1558.77	2215	0	23
2020.01.10	22:00:00	1558.77	1560.49	1558.69	1560.19	2826	0	23
2020.01.10	23:00:00	1560.29	1563.02	1560.24	1561.79	1096	0	23
2020.01.13	00:00:00	1560.02	1561.48	1546.54	1547.85	138098	0	0
2020.01.13	01:00:00	1559.85	1560.55	1557.92	1559.15	1972	0	23
2020.01.13	02:00:00	1559.16	1559.95	1558.27	1558.54	1859	0	23
2020.01.13	03:00:00	1558.53	1558.62	1554.23	1556.68	5281	0	23
2020.01.13	04:00:00	1556.70	1557.49	1555.39	1556.06	2470	0	23
2020.01.13	05:00:00	1556.08	1556.83	1555.76	1556.67	1567	0	23
2020.01.13	06:00:00	1556.67	1556.77	1555.41	1555.60	822	0	23
2020.01.13	07:00:00	1555.60	1556.33	1554.90	1555.09	1417	0	23
2020.01.13	08:00:00	1555.03	1555.41	1553.83	1555.14	2438	0	23
2020.01.13	09:00:00	1555.12	1555.12	1551.91	1552.64	3455	0	23
2020.01.13	10:00:00	1552.65	1553.05	1549.83	1550.31	3533	0	23
2020.01.13	11:00:00	1550.29	1550.58	1546.45	1547.85	4685	0	23
2020.01.13	12:00:00	1547.83	1551.45	1547.77	1551.09	2230	0	23
2020.01.13	13:00:00	1551.08	1553.85	1550.36	1552.83	1798	0	23
2020.01.13	14:00:00	1552.83	1554.92	1552.11	1554.88	2174	0	23
2020.01.13	15:00:00	1554.90	1556.07	1552.75	1554.63	4649	0	23
2020.01.13	16:00:00	1554.67	1555.21	1548.58	1551.07	7767	0	23
2020.01.13	17:00:00	1551.07	1553.25	1549.24	1551.44	6043	0	23
2020.01.13	18:00:00	1551.32	1553.85	1550.39	1550.56	4422	0	23
2020.01.13	19:00:00	1550.57	1551.07	1549.17	1549.65	3867	0	23
2020.01.13	20:00:00	1549.66	1550.18	1549.09	1549.45	2940	0	23
2020.01.13	21:00:00	1549.46	1550.19	1548.16	1549.66	2108	0	23
2020.01.13	22:00:00	1549.66	1550.44	1548.43	1548.48	1894	0	23
2020.01.13	23:00:00	1548.54	1549.00	1547.73	1548.35	926	0	25
2020.01.14	00:00:00	1548.01	1548.88	1535.94	1546.17	183200	0	0
2020.01.14	01:00:00	1548.45	1548.81	1544.84	1545.18	2176	0	23
2020.01.14	02:00:00	1545.19	1545.21	1541.67	1543.42	3688	0	23
2020.01.14	03:00:00	1543.42	1543.52	1535.85	1537.59	7134	0	23
2020.01.14	04:00:00	1537.59	1540.07	1537.43	1539.93	2210	0	23
2020.01.14	05:00:00	1540.01	1540.47	1538.48	1538.69	2169	0	23
2020.01.14	06:00:00	1538.71	1539.22	1538.02	1538.83	1254	0	23
2020.01.14	07:00:00	1538.84	1539.07	1536.05	1537.87	3340	0	23
2020.01.14	08:00:00	1537.87	1539.97	1536.27	1539.66	3186	0	23
2020.01.14	09:00:00	1539.62	1543.06	1538.91	1543.05	3010	0	23
2020.01.14	10:00:00	1543.03	1545.82	1541.72	1544.40	4315	0	23
2020.01.14	11:00:00	1544.43	1544.59	1542.47	1543.99	2900	0	23
2020.01.14	12:00:00	1543.98	1545.68	1543.67	1544.96	2264	0	23
2020.01.14	13:00:00	1544.89	1545.89	1542.98	1543.04	3047	0	23
2020.01.14	14:00:00	1543.06	1544.17	1542.19	1543.07	3061	0	23
2020.01.14	15:00:00	1543.09	1546.64	1541.96	1544.06	7999	0	23
2020.01.14	16:00:00	1544.06	1546.93	1542.36	1546.30	9154	0	23
2020.01.14	17:00:00	1546.23	1546.68	1540.97	1542.89	7664	0	23
2020.01.14	18:00:00	1542.90	1544.26	1542.11	1542.38	4582	0	23
2020.01.14	19:00:00	1542.32	1543.76	1541.98	1543.46	3119	0	23
2020.01.14	20:00:00	1543.45	1548.72	1542.84	1545.63	6767	0	23
2020.01.14	21:00:00	1545.63	1547.76	1545.06	1546.02	5078	0	23
2020.01.14	22:00:00	1546.04	1547.22	1545.49	1546.94	3795	0	23
2020.01.14	23:00:00	1547.04	1547.04	1545.94	1546.25	720	0	23
2020.01.15	00:00:00	1546.19	1558.18	1545.97	1556.04	163895	0	0
2020.01.15	01:00:00	1546.39	1549.97	1546.26	1549.47	1938	0	23
2020.01.15	02:00:00	1549.47	1550.00	1547.88	1549.07	2302	0	23
2020.01.15	03:00:00	1549.06	1549.06	1546.28	1547.30	4090	0	23
2020.01.15	04:00:00	1547.29	1552.79	1547.14	1552.10	4347	0	23
2020.01.15	05:00:00	1552.11	1552.71	1551.02	1552.03	2698	0	23
2020.01.15	06:00:00	1552.03	1552.58	1551.67	1551.94	1719	0	23
2020.01.15	07:00:00	1551.96	1553.28	1551.85	1553.11	1291	0	23
2020.01.15	08:00:00	1553.14	1553.82	1550.22	1550.75	4188	0	23
2020.01.15	09:00:00	1550.68	1552.73	1550.56	1552.69	2953	0	23
2020.01.15	10:00:00	1552.67	1554.18	1551.80	1553.41	3455	0	23
2020.01.15	11:00:00	1553.38	1553.57	1551.50	1553.14	2800	0	23
2020.01.15	12:00:00	1553.15	1553.34	1551.33	1551.80	2097	0	23
2020.01.15	13:00:00	1551.78	1553.04	1551.55	1551.94	1905	0	23
2020.01.15	14:00:00	1551.96	1552.24	1550.10	1550.69	2275	0	23
2020.01.15	15:00:00	1550.77	1554.80	1546.88	1554.76	7406	0	23
2020.01.15	16:00:00	1554.76	1556.96	1548.79	1549.60	10311	0	23
2020.01.15	17:00:00	1549.60	1550.94	1548.71	1548.86	6749	0	23
2020.01.15	18:00:00	1548.89	1552.25	1548.66	1551.74	4939	0	23
2020.01.15	19:00:00	1551.74	1554.28	1550.79	1553.95	3865	0	23
2020.01.15	20:00:00	1553.93	1556.38	1552.98	1555.85	4367	0	23
2020.01.15	21:00:00	1555.84	1558.09	1554.77	1555.32	3482	0	23
2020.01.15	22:00:00	1555.21	1556.93	1554.09	1556.03	5036	0	23
2020.01.15	23:00:00	1556.01	1556.33	1554.99	1556.21	1193	0	23
2020.01.16	00:00:00	1556.34	1558.10	1548.05	1552.28	134050	0	0
2020.01.16	01:00:00	1555.61	1556.30	1554.86	1556.23	1553	0	23
2020.01.16	02:00:00	1556.22	1558.00	1556.21	1556.94	2474	0	23
2020.01.16	03:00:00	1556.92	1557.47	1555.68	1556.36	3642	0	23
2020.01.16	04:00:00	1556.36	1557.06	1555.34	1555.88	2557	0	23
2020.01.16	05:00:00	1555.90	1556.69	1555.34	1556.39	1679	0	23
2020.01.16	06:00:00	1556.34	1556.38	1555.52	1555.73	925	0	23
2020.01.16	07:00:00	1555.70	1555.92	1551.41	1551.64	2654	0	23
2020.01.16	08:00:00	1551.62	1553.16	1551.53	1552.82	1921	0	23
2020.01.16	09:00:00	1552.84	1553.70	1552.39	1553.41	1622	0	23
2020.01.16	10:00:00	1553.37	1554.57	1551.82	1553.77	2697	0	23
2020.01.16	11:00:00	1553.77	1555.61	1553.65	1554.76	2624	0	23
2020.01.16	12:00:00	1554.75	1555.77	1554.44	1554.66	2417	0	23
2020.01.16	13:00:00	1554.65	1556.37	1554.45	1556.14	1682	0	23
2020.01.16	14:00:00	1556.15	1557.36	1555.22	1556.58	2858	0	23
2020.01.16	15:00:00	1556.57	1556.64	1552.42	1554.18	7087	0	23
2020.01.16	16:00:00	1554.18	1555.02	1550.62	1553.77	7075	0	23
2020.01.16	17:00:00	1553.77	1555.46	1547.96	1550.73	8058	0	23
2020.01.16	18:00:00	1550.62	1551.02	1548.93	1550.81	5366	0	23
2020.01.16	19:00:00	1550.79	1552.18	1550.51	1551.51	2731	0	23
2020.01.16	20:00:00	1551.52	1551.60	1549.34	1550.35	2341	0	23
2020.01.16	21:00:00	1550.33	1552.16	1550.12	1551.66	1930	0	23
2020.01.16	22:00:00	1551.66	1553.94	1551.21	1553.56	1874	0	23
2020.01.16	23:00:00	1553.64	1554.04	1552.40	1552.43	925	0	23
2020.01.17	00:00:00	1552.49	1561.27	1549.42	1557.04	133524	0	0
2020.01.17	01:00:00	1552.18	1552.40	1550.80	1552.13	1871	0	23
2020.01.17	02:00:00	1552.15	1552.69	1549.82	1549.92	2040	0	23
2020.01.17	03:00:00	1550.00	1553.48	1549.31	1553.06	2941	0	23
2020.01.17	04:00:00	1552.99	1554.03	1551.94	1553.62	2440	0	23
2020.01.17	05:00:00	1553.62	1554.63	1553.12	1554.50	1401	0	23
2020.01.17	06:00:00	1554.50	1555.75	1554.49	1555.60	1016	0	23
2020.01.17	07:00:00	1555.62	1556.86	1555.50	1555.55	1575	0	23
2020.01.17	08:00:00	1555.57	1556.89	1554.22	1556.74	2468	0	23
2020.01.17	09:00:00	1556.77	1556.97	1554.60	1555.42	2329	0	23
2020.01.17	10:00:00	1555.47	1555.58	1554.06	1554.48	2441	0	23
2020.01.17	11:00:00	1554.47	1555.60	1554.03	1555.39	1646	0	23
2020.01.17	12:00:00	1555.39	1556.80	1554.21	1556.72	1648	0	23
2020.01.17	13:00:00	1556.72	1557.15	1555.63	1556.42	1761	0	23
2020.01.17	14:00:00	1556.44	1559.66	1556.40	1558.88	3435	0	23
2020.01.17	15:00:00	1558.93	1560.65	1554.74	1555.31	7337	0	23
2020.01.17	16:00:00	1555.31	1558.86	1554.35	1557.64	6470	0	23
2020.01.17	17:00:00	1557.66	1558.43	1554.00	1556.19	7509	0	23
2020.01.17	18:00:00	1556.19	1558.51	1555.80	1557.80	4683	0	23
2020.01.17	19:00:00	1557.80	1560.05	1557.48	1559.67	3053	0	23
2020.01.17	20:00:00	1559.66	1561.16	1559.31	1559.95	2818	0	23
2020.01.17	21:00:00	1559.96	1561.14	1559.54	1559.62	2173	0	24
2020.01.17	22:00:00	1559.60	1560.85	1556.18	1557.02	2803	0	23
2020.01.17	23:00:00	1557.02	1557.49	1556.24	1556.87	1267	0	23
2020.01.20	00:00:00	1557.77	1562.79	1556.37	1560.99	67032	0	0
2020.01.20	01:00:00	1558.38	1559.00	1556.25	1556.93	1939	0	23
2020.01.20	02:00:00	1556.92	1558.19	1556.64	1556.75	1357	0	23
2020.01.20	03:00:00	1556.76	1558.73	1556.58	1557.57	2260	0	23
2020.01.20	04:00:00	1557.55	1557.98	1556.85	1557.81	1157	0	23
2020.01.20	05:00:00	1557.81	1558.79	1557.71	1558.79	897	0	23
2020.01.20	06:00:00	1558.78	1559.69	1558.78	1559.47	881	0	23
2020.01.20	07:00:00	1559.48	1562.16	1559.06	1561.79	1658	0	23
2020.01.20	08:00:00	1561.73	1562.67	1561.29	1561.40	2290	0	23
2020.01.20	09:00:00	1561.40	1562.39	1560.09	1561.42	2104	0	23
2020.01.20	10:00:00	1561.44	1561.63	1559.19	1560.07	2191	0	24
2020.01.20	11:00:00	1560.06	1560.49	1559.41	1560.36	1529	0	23
2020.01.20	12:00:00	1560.32	1560.64	1559.22	1559.67	1639	0	23
2020.01.20	13:00:00	1559.64	1560.54	1559.30	1560.02	1122	0	20
2020.01.20	14:00:00	1560.02	1560.05	1559.27	1559.50	1237	0	24
2020.01.20	15:00:00	1559.49	1560.87	1558.14	1560.31	2518	0	23
2020.01.20	16:00:00	1560.31	1560.53	1559.23	1560.05	1607	0	23
2020.01.20	17:00:00	1560.04	1560.93	1559.55	1560.83	1965	0	24
2020.01.20	18:00:00	1560.79	1561.13	1560.23	1560.86	1680	0	23
2020.01.20	19:00:00	1560.86	1561.01	1560.41	1560.53	1077	0	24
2020.01.20	20:00:00	1560.44	1560.52	1560.33	1560.52	4	0	50
2020.01.21	00:00:00	1560.78	1568.63	1546.37	1558.11	182079	0	0
2020.01.21	01:00:00	1560.66	1561.37	1560.06	1561.16	778	0	23
2020.01.21	02:00:00	1561.16	1561.86	1560.30	1560.38	985	0	23
2020.01.21	03:00:00	1560.34	1567.82	1559.94	1566.49	6858	0	23
2020.01.21	04:00:00	1566.50	1568.49	1564.48	1566.89	5579	0	23
2020.01.21	05:00:00	1566.88	1567.18	1565.41	1566.74	3014	0	23
2020.01.21	06:00:00	1566.76	1567.62	1566.14	1566.46	1578	0	24
2020.01.21	07:00:00	1566.45	1566.81	1565.21	1565.57	2116	0	23
2020.01.21	08:00:00	1565.55	1567.11	1565.33	1565.42	2561	0	23
2020.01.21	09:00:00	1565.41	1565.95	1558.24	1559.35	4581	0	23
2020.01.21	10:00:00	1559.33	1561.45	1552.54	1554.71	6172	0	23
2020.01.21	11:00:00	1554.71	1557.68	1554.59	1555.79	3392	0	23
2020.01.21	12:00:00	1555.78	1556.77	1554.53	1554.65	3024	0	23
2020.01.21	13:00:00	1554.62	1556.90	1551.76	1555.58	3154	0	23
2020.01.21	14:00:00	1555.58	1557.74	1554.71	1556.48	3099	0	23
2020.01.21	15:00:00	1556.48	1557.72	1550.69	1553.20	8770	0	23
2020.01.21	16:00:00	1553.21	1553.29	1546.20	1552.23	9787	0	23
2020.01.21	17:00:00	1552.28	1558.45	1550.87	1558.43	7414	0	23
2020.01.21	18:00:00	1558.35	1558.66	1556.07	1557.19	4745	0	23
2020.01.21	19:00:00	1557.18	1557.91	1556.80	1557.01	2163	0	23
2020.01.21	20:00:00	1557.02	1559.90	1554.32	1558.58	5287	0	23
2020.01.21	21:00:00	1558.64	1558.97	1557.06	1558.17	2919	0	24
2020.01.21	22:00:00	1558.19	1559.10	1556.84	1558.21	2280	0	23
2020.01.21	23:00:00	1558.19	1559.53	1557.68	1557.93	1346	0	26
2020.01.22	00:00:00	1558.50	1559.28	1550.21	1558.74	133731	0	0
2020.01.22	01:00:00	1558.97	1558.99	1555.52	1556.43	1651	0	24
2020.01.22	02:00:00	1556.46	1557.50	1555.92	1556.57	2149	0	23
2020.01.22	03:00:00	1556.58	1556.77	1552.94	1554.62	5493	0	23
2020.01.22	04:00:00	1554.63	1554.67	1550.08	1551.12	4247	0	23
2020.01.22	05:00:00	1551.11	1552.24	1550.39	1551.95	2113	0	23
2020.01.22	06:00:00	1551.95	1552.93	1550.80	1552.91	1234	0	24
2020.01.22	07:00:00	1552.88	1553.43	1550.46	1550.89	1755	0	23
2020.01.22	08:00:00	1550.90	1553.00	1550.52	1552.10	1868	0	23
2020.01.22	09:00:00	1552.09	1554.75	1551.47	1554.17	1819	0	23
2020.01.22	10:00:00	1554.21	1556.56	1553.76	1556.14	2493	0	23
2020.01.22	11:00:00	1556.13	1557.89	1556.08	1556.98	2697	0	23
2020.01.22	12:00:00	1556.98	1558.89	1556.98	1558.36	1946	0	23
2020.01.22	13:00:00	1558.37	1559.15	1555.52	1555.67	2601	0	23
2020.01.22	14:00:00	1555.67	1556.22	1555.07	1556.02	1886	0	23
