<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.06.11	11:00:00	3345.52	3346.76	3342.60	3344.55	6529	0	7
2025.06.11	12:00:00	3344.54	3344.68	3331.34	3333.77	10097	0	7
2025.06.11	13:00:00	3333.78	3336.76	3328.58	3329.90	6809	0	7
2025.06.11	14:00:00	3329.87	3335.28	3326.20	3333.12	8054	0	7
2025.06.11	15:00:00	3333.21	3360.65	3327.32	3336.73	18331	0	7
2025.06.11	16:00:00	3336.76	3344.56	3328.08	3329.95	19261	0	7
2025.06.11	17:00:00	3329.91	3341.30	3328.61	3337.60	13829	0	7
2025.06.11	18:00:00	3337.62	3342.82	3329.64	3333.23	10915	0	7
2025.06.11	19:00:00	3333.24	3334.49	3328.18	3330.23	8709	0	7
2025.06.11	20:00:00	3330.28	3331.37	3319.48	3324.30	10679	0	7
2025.06.11	21:00:00	3324.29	3347.29	3323.80	3343.92	14028	0	7
2025.06.11	22:00:00	3344.11	3349.35	3342.39	3346.78	8423	0	7
2025.06.11	23:00:00	3346.78	3355.61	3346.65	3354.99	4608	0	7
2025.06.12	01:00:00	3356.22	3369.69	3355.33	3369.06	5411	0	8
2025.06.12	02:00:00	3369.04	3373.57	3357.52	3365.52	6942	0	7
2025.06.12	03:00:00	3365.43	3371.40	3362.25	3365.85	10635	0	7
2025.06.12	04:00:00	3365.86	3376.84	3362.51	3371.08	11794	0	7
2025.06.12	05:00:00	3371.01	3377.84	3368.95	3374.61	9246	0	7
2025.06.12	06:00:00	3374.59	3376.62	3371.72	3373.40	6609	0	7
2025.06.12	07:00:00	3373.49	3373.74	3369.49	3370.56	3972	0	7
2025.06.12	08:00:00	3370.43	3375.79	3367.75	3374.47	5769	0	7
2025.06.12	09:00:00	3374.50	3375.67	3365.31	3374.86	9287	0	7
2025.06.12	10:00:00	3375.01	3375.25	3338.62	3346.18	14062	0	7
2025.06.12	11:00:00	3346.20	3361.14	3346.18	3356.84	13440	0	7
2025.06.12	12:00:00	3356.84	3367.98	3355.36	3365.43	8988	0	7
2025.06.12	13:00:00	3365.46	3385.89	3362.59	3382.67	12137	0	7
2025.06.12	14:00:00	3382.68	3388.61	3373.19	3379.31	11457	0	7
2025.06.12	15:00:00	3379.32	3390.45	3376.41	3388.07	13804	0	7
2025.06.12	16:00:00	3388.29	3398.94	3379.14	3392.15	19226	0	7
2025.06.12	17:00:00	3392.03	3393.13	3383.03	3383.91	16352	0	7
2025.06.12	18:00:00	3383.93	3390.22	3377.83	3385.86	14157	0	7
2025.06.12	19:00:00	3385.89	3391.35	3380.99	3383.81	10456	0	7
2025.06.12	20:00:00	3383.86	3385.06	3378.16	3382.62	8218	0	7
2025.06.12	21:00:00	3382.78	3386.37	3381.96	3385.98	6370	0	7
2025.06.12	22:00:00	3385.76	3389.36	3384.77	3388.25	5577	0	7
2025.06.12	23:00:00	3388.19	3388.97	3384.84	3385.60	2801	0	7
2025.06.13	01:00:00	3385.14	3386.52	3379.78	3383.39	2927	0	8
2025.06.13	02:00:00	3383.35	3396.22	3382.62	3395.61	4162	0	7
2025.06.13	03:00:00	3395.78	3419.95	3391.80	3416.75	20966	0	0
2025.06.13	04:00:00	3415.24	3433.33	3413.93	3427.69	16676	0	0
2025.06.13	05:00:00	3427.70	3444.02	3424.93	3441.30	12604	0	0
2025.06.13	06:00:00	3441.27	3444.45	3423.68	3425.53	10840	0	7
2025.06.13	07:00:00	3425.45	3430.33	3422.68	3425.31	5812	0	7
2025.06.13	08:00:00	3425.36	3428.81	3418.04	3426.10	8005	0	7
2025.06.13	09:00:00	3425.86	3428.63	3408.38	3416.25	11190	0	7
2025.06.13	10:00:00	3416.28	3418.95	3407.96	3414.96	9456	0	7
2025.06.13	11:00:00	3414.96	3426.07	3414.34	3424.38	7493	0	7
2025.06.13	12:00:00	3424.43	3427.41	3420.05	3424.36	8765	0	7
2025.06.13	13:00:00	3424.37	3427.58	3411.62	3415.83	9579	0	7
2025.06.13	14:00:00	3415.84	3423.04	3412.60	3422.33	8562	0	7
2025.06.13	15:00:00	3422.37	3438.16	3421.67	3436.68	9990	0	7
2025.06.13	16:00:00	3436.51	3446.70	3433.93	3436.75	15947	0	7
2025.06.13	17:00:00	3436.29	3439.86	3423.76	3426.74	15609	0	7
2025.06.13	18:00:00	3426.75	3430.44	3420.99	3426.24	11938	0	7
2025.06.13	19:00:00	3426.27	3431.13	3419.26	3429.99	7946	0	7
2025.06.13	20:00:00	3429.97	3433.42	3427.39	3430.36	8160	0	7
2025.06.13	21:00:00	3430.42	3439.48	3428.61	3436.62	9920	0	7
2025.06.13	22:00:00	3436.58	3438.16	3431.65	3432.31	7047	0	7
2025.06.13	23:00:00	3432.31	3434.76	3428.95	3432.27	4544	0	7
2025.06.16	01:00:00	3446.03	3451.55	3423.53	3448.01	7905	0	2
2025.06.16	02:00:00	3448.39	3450.01	3439.54	3444.21	6011	0	7
2025.06.16	03:00:00	3444.03	3451.15	3434.15	3436.13	8965	0	7
2025.06.16	04:00:00	3436.15	3443.16	3433.12	3441.35	8578	0	7
2025.06.16	05:00:00	3441.51	3446.29	3437.88	3438.48	7204	0	7
2025.06.16	06:00:00	3438.40	3439.66	3429.18	3431.45	5921	0	7
2025.06.16	07:00:00	3431.44	3433.27	3426.81	3427.49	4628	0	7
2025.06.16	08:00:00	3427.62	3430.35	3417.85	3421.61	8090	0	7
2025.06.16	09:00:00	3421.50	3421.50	3412.96	3418.37	9197	0	7
2025.06.16	10:00:00	3418.32	3419.82	3409.53	3412.64	10030	0	7
2025.06.16	11:00:00	3412.62	3418.54	3409.78	3413.85	8461	0	7
2025.06.16	12:00:00	3413.96	3419.54	3411.94	3412.09	7362	0	7
2025.06.16	13:00:00	3412.21	3421.31	3410.77	3421.07	7469	0	7
2025.06.16	14:00:00	3421.10	3422.67	3410.82	3415.00	7441	0	7
2025.06.16	15:00:00	3415.13	3417.78	3411.06	3415.59	9854	0	7
2025.06.16	16:00:00	3415.61	3417.99	3382.93	3388.21	16663	0	7
2025.06.16	17:00:00	3387.84	3399.34	3387.47	3396.95	15988	0	7
2025.06.16	18:00:00	3397.06	3405.67	3397.06	3404.56	10346	0	7
2025.06.16	19:00:00	3404.51	3404.91	3397.42	3399.49	7184	0	7
2025.06.16	20:00:00	3399.48	3400.28	3391.18	3392.69	6637	0	7
2025.06.16	21:00:00	3392.67	3394.09	3384.04	3385.32	6068	0	7
2025.06.16	22:00:00	3385.33	3388.50	3382.90	3384.14	6853	0	7
2025.06.16	23:00:00	3384.06	3386.02	3383.27	3384.21	2483	0	7
2025.06.17	01:00:00	3385.79	3398.40	3382.85	3395.49	4852	0	2
2025.06.17	02:00:00	3395.48	3402.84	3393.04	3402.77	6239	0	7
2025.06.17	03:00:00	3402.72	3403.29	3391.55	3394.18	8021	0	7
2025.06.17	04:00:00	3394.19	3402.62	3393.31	3393.66	8248	0	7
2025.06.17	05:00:00	3393.69	3400.38	3388.51	3390.01	7310	0	7
2025.06.17	06:00:00	3389.97	3392.62	3373.95	3387.62	9379	0	7
2025.06.17	07:00:00	3387.59	3396.30	3387.07	3394.06	4790	0	7
2025.06.17	08:00:00	3394.02	3395.45	3390.70	3392.59	5375	0	7
2025.06.17	09:00:00	3392.58	3392.58	3381.11	3385.61	9274	0	7
2025.06.17	10:00:00	3385.45	3391.86	3383.13	3387.73	8523	0	7
2025.06.17	11:00:00	3387.77	3388.59	3377.86	3378.90	7988	0	7
2025.06.17	12:00:00	3378.87	3385.98	3375.51	3385.61	9933	0	7
2025.06.17	13:00:00	3385.62	3398.77	3385.37	3398.13	9896	0	7
2025.06.17	14:00:00	3398.17	3400.11	3388.27	3388.54	9540	0	7
2025.06.17	15:00:00	3388.45	3391.58	3383.49	3386.77	12447	0	7
2025.06.17	16:00:00	3386.87	3397.44	3385.93	3390.69	15450	0	7
2025.06.17	17:00:00	3390.67	3391.98	3366.15	3385.04	17220	0	7
2025.06.17	18:00:00	3384.99	3388.32	3372.57	3379.35	11279	0	7
2025.06.17	19:00:00	3379.36	3385.90	3376.71	3382.91	9342	0	7
2025.06.17	20:00:00	3382.90	3391.28	3381.28	3390.39	9782	0	7
2025.06.17	21:00:00	3390.46	3392.55	3382.52	3382.81	8403	0	7
2025.06.17	22:00:00	3383.00	3386.40	3382.41	3385.73	5645	0	7
2025.06.17	23:00:00	3385.72	3390.17	3383.66	3387.62	2569	0	7
2025.06.18	01:00:00	3385.20	3396.04	3385.20	3388.79	3728	0	2
2025.06.18	02:00:00	3389.09	3390.38	3385.01	3387.36	3362	0	7
2025.06.18	03:00:00	3387.18	3388.83	3383.01	3385.77	6259	0	7
2025.06.18	04:00:00	3385.75	3388.62	3378.73	3378.98	7088	0	7
2025.06.18	05:00:00	3378.87	3379.64	3370.64	3379.36	7140	0	7
2025.06.18	06:00:00	3379.35	3391.45	3379.30	3390.94	6817	0	7
2025.06.18	07:00:00	3390.92	3399.97	3389.44	3395.17	5428	0	7
2025.06.18	08:00:00	3395.33	3395.69	3384.27	3386.48	8296	0	7
2025.06.18	09:00:00	3386.48	3386.81	3379.45	3382.45	9144	0	7
2025.06.18	10:00:00	3382.35	3386.13	3377.09	3385.95	7945	0	7
2025.06.18	11:00:00	3385.88	3388.38	3382.59	3383.59	6151	0	7
2025.06.18	12:00:00	3383.58	3385.59	3375.54	3378.20	6142	0	7
2025.06.18	13:00:00	3378.20	3382.41	3375.76	3380.25	7372	0	7
2025.06.18	14:00:00	3380.26	3387.05	3379.00	3382.06	8174	0	7
2025.06.18	15:00:00	3382.01	3389.84	3381.67	3386.63	9113	0	7
2025.06.18	16:00:00	3386.66	3396.80	3385.82	3392.30	11592	0	7
2025.06.18	17:00:00	3392.16	3392.42	3373.80	3386.89	16445	0	7
2025.06.18	18:00:00	3386.88	3392.89	3381.29	3392.76	8468	0	7
2025.06.18	19:00:00	3392.75	3394.71	3390.01	3390.93	6942	0	7
2025.06.18	20:00:00	3390.90	3391.20	3384.50	3385.12	6767	0	7
2025.06.18	21:00:00	3384.64	3395.81	3378.36	3379.13	16770	0	7
2025.06.18	22:00:00	3379.15	3379.21	3362.97	3366.86	13849	0	7
2025.06.18	23:00:00	3366.59	3369.33	3362.59	3368.65	5154	0	7
2025.06.19	01:00:00	3370.39	3379.81	3367.31	3375.10	4285	0	11
2025.06.19	02:00:00	3375.30	3376.99	3370.72	3375.08	4060	0	7
2025.06.19	03:00:00	3375.14	3383.28	3374.75	3379.47	5671	0	7
2025.06.19	04:00:00	3379.41	3387.92	3374.58	3374.88	8845	0	7
2025.06.19	05:00:00	3374.90	3379.43	3374.09	3376.75	5308	0	7
2025.06.19	06:00:00	3376.76	3377.30	3369.65	3373.61	5064	0	7
2025.06.19	07:00:00	3373.60	3375.16	3371.51	3374.56	3035	0	7
2025.06.19	08:00:00	3374.55	3375.34	3360.18	3364.61	7018	0	7
2025.06.19	09:00:00	3364.59	3364.80	3347.66	3357.40	15647	0	7
2025.06.19	10:00:00	3357.41	3369.13	3350.69	3365.90	11914	0	7
2025.06.19	11:00:00	3365.91	3371.62	3362.34	3368.72	9446	0	7
2025.06.19	12:00:00	3368.72	3373.67	3363.72	3370.32	8022	0	7
2025.06.19	13:00:00	3370.34	3378.99	3369.12	3374.99	6867	0	7
2025.06.19	14:00:00	3375.05	3375.50	3370.42	3371.99	6278	0	7
2025.06.19	15:00:00	3372.00	3372.54	3363.77	3368.02	8333	0	7
2025.06.19	16:00:00	3368.07	3372.94	3361.55	3369.51	10383	0	7
2025.06.19	17:00:00	3369.42	3370.98	3361.67	3364.70	9178	0	7
2025.06.19	18:00:00	3364.67	3372.05	3362.30	3369.20	8006	0	7
2025.06.19	19:00:00	3369.22	3371.68	3366.13	3371.11	5589	0	7
2025.06.19	20:00:00	3371.03	3373.19	3370.98	3372.89	867	0	7
2025.06.20	01:00:00	3367.96	3370.36	3361.98	3365.71	3735	0	11
2025.06.20	02:00:00	3365.87	3370.45	3363.66	3368.79	3736	0	7
2025.06.20	03:00:00	3368.78	3370.34	3364.67	3367.97	5298	0	7
2025.06.20	04:00:00	3367.98	3368.24	3356.20	3356.50	8243	0	7
2025.06.20	05:00:00	3356.48	3360.57	3351.68	3352.40	7620	0	7
2025.06.20	06:00:00	3352.50	3356.25	3344.66	3355.51	8238	0	7
2025.06.20	07:00:00	3355.52	3357.85	3352.51	3354.25	4391	0	7
2025.06.20	08:00:00	3354.26	3355.11	3342.67	3344.70	7007	0	7
2025.06.20	09:00:00	3344.70	3348.73	3340.35	3345.25	9338	0	7
2025.06.20	10:00:00	3345.31	3355.42	3343.32	3347.69	8004	0	7
2025.06.20	11:00:00	3347.63	3352.47	3346.74	3351.09	6219	0	7
2025.06.20	12:00:00	3351.01	3359.23	3349.29	3355.31	7011	0	7
2025.06.20	13:00:00	3355.39	3357.95	3355.03	3355.42	4889	0	7
2025.06.20	14:00:00	3355.37	3356.03	3346.78	3347.08	7501	0	7
2025.06.20	15:00:00	3347.07	3350.79	3341.90	3344.49	10311	0	7
2025.06.20	16:00:00	3344.67	3373.88	3342.99	3370.38	14468	0	7
2025.06.20	17:00:00	3370.35	3374.49	3365.26	3369.34	12825	0	7
2025.06.20	18:00:00	3369.39	3371.76	3365.89	3369.85	7440	0	7
2025.06.20	19:00:00	3369.84	3373.33	3367.79	3371.48	6389	0	7
2025.06.20	20:00:00	3371.44	3371.73	3366.54	3367.35	6204	0	7
2025.06.20	21:00:00	3367.44	3367.92	3364.59	3366.54	5063	0	7
2025.06.20	22:00:00	3366.58	3370.61	3364.90	3365.46	4947	0	7
2025.06.20	23:00:00	3365.50	3369.15	3364.67	3368.42	3303	0	7
2025.06.23	01:00:00	3385.07	3396.73	3372.37	3379.16	9164	0	15
2025.06.23	02:00:00	3379.16	3380.53	3371.18	3372.78	5246	0	14
2025.06.23	03:00:00	3372.91	3373.56	3358.64	3365.67	8503	0	7
2025.06.23	04:00:00	3365.66	3368.05	3351.96	3355.26	10169	0	7
2025.06.23	05:00:00	3355.27	3364.86	3354.79	3361.47	6834	0	7
2025.06.23	06:00:00	3361.44	3366.30	3360.40	3363.39	5725	0	7
2025.06.23	07:00:00	3363.40	3364.97	3356.81	3358.54	3799	0	7
2025.06.23	08:00:00	3358.57	3360.58	3346.99	3356.79	7414	0	7
2025.06.23	09:00:00	3356.91	3359.90	3352.68	3357.63	8108	0	7
2025.06.23	10:00:00	3357.62	3358.84	3351.66	3357.66	7382	0	7
2025.06.23	11:00:00	3357.83	3362.34	3357.83	3361.86	7286	0	7
2025.06.23	12:00:00	3361.84	3369.01	3361.62	3366.61	8362	0	7
2025.06.23	13:00:00	3366.60	3368.26	3364.02	3367.85	5977	0	7
2025.06.23	14:00:00	3367.87	3381.99	3367.87	3380.73	10295	0	7
2025.06.23	15:00:00	3380.80	3381.06	3355.91	3360.45	10809	0	7
2025.06.23	16:00:00	3360.44	3387.81	3359.90	3380.81	15055	0	7
2025.06.23	17:00:00	3380.79	3386.70	3369.91	3386.38	14811	0	7
2025.06.23	18:00:00	3386.41	3389.87	3384.51	3387.20	10168	0	7
2025.06.23	19:00:00	3387.21	3393.44	3380.57	3389.87	12393	0	7
2025.06.23	20:00:00	3389.84	3391.61	3375.61	3382.48	11984	0	7
2025.06.23	21:00:00	3382.47	3388.04	3376.87	3378.60	8447	0	7
2025.06.23	22:00:00	3378.60	3382.12	3375.60	3376.45	7004	0	7
2025.06.23	23:00:00	3376.44	3377.31	3367.18	3367.96	4129	0	7
2025.06.24	01:00:00	3363.15	3369.90	3350.38	3355.44	6792	0	11
2025.06.24	02:00:00	3355.45	3357.27	3341.47	3344.19	7813	0	7
2025.06.24	03:00:00	3344.29	3355.14	3333.04	3351.07	10032	0	7
2025.06.24	04:00:00	3351.11	3354.31	3342.16	3347.78	11145	0	7
2025.06.24	05:00:00	3347.73	3352.87	3345.90	3351.89	6801	0	7
2025.06.24	06:00:00	3352.03	3357.76	3351.55	3352.53	5632	0	7
2025.06.24	07:00:00	3352.54	3353.32	3347.05	3348.62	4179	0	7
2025.06.24	08:00:00	3348.56	3348.79	3326.70	3332.05	9048	0	7
2025.06.24	09:00:00	3332.18	3333.17	3316.06	3322.78	13940	0	7
2025.06.24	10:00:00	3322.79	3331.84	3316.60	3329.75	11925	0	7
2025.06.24	11:00:00	3329.67	3332.42	3324.70	3327.28	8933	0	7
2025.06.24	12:00:00	3327.30	3328.70	3317.93	3318.52	8084	0	7
2025.06.24	13:00:00	3318.53	3327.62	3318.53	3325.55	5765	0	7
2025.06.24	14:00:00	3325.56	3328.93	3317.95	3321.18	7433	0	7
2025.06.24	15:00:00	3320.83	3321.00	3304.46	3314.77	13263	0	7
2025.06.24	16:00:00	3314.72	3317.87	3295.37	3302.09	16339	0	7
2025.06.24	17:00:00	3302.10	3310.30	3298.80	3304.63	15134	0	7
2025.06.24	18:00:00	3304.44	3317.00	3299.83	3313.28	11432	0	7
2025.06.24	19:00:00	3313.30	3320.40	3311.36	3318.42	7689	0	7
2025.06.24	20:00:00	3318.42	3321.24	3317.98	3318.02	7319	0	7
2025.06.24	21:00:00	3318.01	3319.03	3315.66	3317.18	6137	0	7
2025.06.24	22:00:00	3317.11	3325.23	3316.07	3323.65	5800	0	7
2025.06.24	23:00:00	3323.64	3324.49	3321.12	3323.45	3010	0	7
2025.06.25	01:00:00	3323.55	3324.94	3320.74	3321.45	2289	0	15
2025.06.25	02:00:00	3321.62	3324.78	3321.52	3324.13	2128	0	7
2025.06.25	03:00:00	3324.01	3330.01	3323.58	3326.95	5012	0	11
2025.06.25	04:00:00	3326.99	3334.88	3326.41	3334.67	7420	0	7
2025.06.25	05:00:00	3334.65	3335.26	3327.75	3329.38	5622	0	7
2025.06.25	06:00:00	3329.32	3332.08	3327.17	3328.32	4381	0	7
2025.06.25	07:00:00	3328.33	3329.27	3325.76	3327.46	2885	0	7
2025.06.25	08:00:00	3327.49	3333.65	3326.72	3331.60	4427	0	7
2025.06.25	09:00:00	3331.63	3333.42	3329.14	3331.48	5828	0	7
2025.06.25	10:00:00	3331.50	3337.18	3326.76	3330.68	8039	0	7
2025.06.25	11:00:00	3330.69	3332.42	3326.52	3327.24	7017	0	7
2025.06.25	12:00:00	3327.25	3327.25	3321.50	3325.34	6559	0	7
2025.06.25	13:00:00	3325.26	3329.51	3324.25	3324.49	5613	0	7
2025.06.25	14:00:00	3324.46	3329.51	3322.16	3322.66	6735	0	7
2025.06.25	15:00:00	3322.68	3329.44	3318.19	3320.65	7549	0	7
2025.06.25	16:00:00	3320.75	3321.60	3311.94	3314.62	11199	0	7
2025.06.25	17:00:00	3314.57	3326.34	3311.78	3323.43	11368	0	7
2025.06.25	18:00:00	3323.44	3327.10	3321.62	3325.60	7180	0	7
2025.06.25	19:00:00	3325.61	3335.17	3324.24	3334.81	7642	0	7
2025.06.25	20:00:00	3334.85	3335.35	3324.78	3328.02	8693	0	7
2025.06.25	21:00:00	3328.03	3331.80	3326.24	3331.68	5857	0	7
2025.06.25	22:00:00	3331.64	3336.06	3330.44	3333.68	6070	0	7
2025.06.25	23:00:00	3333.75	3335.58	3331.41	3332.48	3321	0	7
2025.06.26	01:00:00	3333.35	3335.61	3328.51	3333.23	2350	0	11
2025.06.26	02:00:00	3333.19	3340.11	3332.88	3339.05	3717	0	7
2025.06.26	03:00:00	3339.20	3339.30	3332.13	3334.04	4984	0	7
2025.06.26	04:00:00	3334.08	3336.65	3329.29	3330.23	7389	0	7
2025.06.26	05:00:00	3330.15	3341.74	3329.28	3339.54	6130	0	7
2025.06.26	06:00:00	3339.54	3343.23	3336.40	3337.97	5124	0	7
2025.06.26	07:00:00	3337.98	3338.10	3333.36	3333.91	3677	0	7
2025.06.26	08:00:00	3333.92	3338.20	3332.44	3334.12	5364	0	7
2025.06.26	09:00:00	3334.06	3340.44	3331.00	3339.86	7708	0	7
2025.06.26	10:00:00	3339.68	3347.16	3339.68	3346.10	7224	0	7
2025.06.26	11:00:00	3346.11	3350.27	3344.43	3348.21	7514	0	7
2025.06.26	12:00:00	3348.16	3348.73	3338.83	3340.59	8618	0	7
2025.06.26	13:00:00	3340.64	3343.46	3337.99	3343.30	5215	0	7
2025.06.26	14:00:00	3343.28	3344.13	3331.56	3332.99	7171	0	7
2025.06.26	15:00:00	3333.06	3344.09	3321.71	3322.05	11397	0	7
2025.06.26	16:00:00	3322.11	3328.75	3309.87	3319.89	17013	0	7
2025.06.26	17:00:00	3319.85	3323.85	3311.94	3318.38	14190	0	7
2025.06.26	18:00:00	3318.44	3324.94	3318.44	3324.88	8066	0	7
2025.06.26	19:00:00	3324.91	3333.30	3323.80	3331.36	8071	0	7
2025.06.26	20:00:00	3331.35	3336.44	3331.24	3332.73	7595	0	7
2025.06.26	21:00:00	3332.74	3334.90	3331.26	3334.10	5527	0	7
2025.06.26	22:00:00	3334.11	3334.34	3328.22	3331.32	5210	0	7
2025.06.26	23:00:00	3331.26	3332.31	3327.57	3328.10	2542	0	7
2025.06.27	01:00:00	3327.23	3327.91	3318.84	3321.50	3171	0	9
2025.06.27	02:00:00	3321.55	3323.66	3316.24	3318.72	3714	0	7
2025.06.27	03:00:00	3318.68	3319.93	3313.20	3318.88	5728	0	7
2025.06.27	04:00:00	3318.66	3322.03	3314.77	3316.48	7457	0	7
2025.06.27	05:00:00	3316.49	3320.33	3308.53	3308.83	8109	0	7
2025.06.27	06:00:00	3308.81	3311.02	3292.56	3294.32	9438	0	7
2025.06.27	07:00:00	3294.33	3297.54	3291.13	3293.93	5928	0	7
2025.06.27	08:00:00	3293.96	3301.03	3289.28	3297.18	7863	0	7
2025.06.27	09:00:00	3297.44	3299.95	3286.93	3294.96	10626	0	7
2025.06.27	10:00:00	3294.99	3295.38	3283.48	3284.50	10765	0	7
2025.06.27	11:00:00	3284.53	3291.09	3281.97	3289.32	8984	0	7
2025.06.27	12:00:00	3289.33	3289.70	3282.19	3282.78	8237	0	7
2025.06.27	13:00:00	3282.82	3290.92	3279.72	3285.62	7313	0	7
2025.06.27	14:00:00	3285.83	3287.96	3276.03	3281.44	8587	0	7
2025.06.27	15:00:00	3281.35	3282.34	3269.60	3270.08	13928	0	7
2025.06.27	16:00:00	3270.11	3274.43	3255.84	3274.25	18553	0	7
2025.06.27	17:00:00	3274.32	3278.10	3263.70	3272.47	15975	0	7
2025.06.27	18:00:00	3272.50	3277.56	3271.06	3274.62	10310	0	7
2025.06.27	19:00:00	3274.62	3278.65	3273.46	3277.67	7880	0	7
2025.06.27	20:00:00	3277.71	3282.83	3272.86	3277.47	8807	0	7
2025.06.27	21:00:00	3277.53	3278.41	3270.58	3275.86	8571	0	7
2025.06.27	22:00:00	3275.87	3276.53	3268.40	3270.58	7479	0	7
2025.06.27	23:00:00	3270.64	3275.55	3270.43	3273.97	3556	0	7
2025.06.30	01:00:00	3272.84	3281.71	3245.30	3263.84	8161	0	8
2025.06.30	02:00:00	3263.86	3270.94	3262.90	3263.80	4818	0	8
2025.06.30	03:00:00	3263.79	3269.64	3262.68	3264.58	4999	0	8
2025.06.30	04:00:00	3264.53	3275.92	3259.50	3273.98	8977	0	8
2025.06.30	05:00:00	3274.04	3283.32	3273.69	3280.30	6347	0	8
2025.06.30	06:00:00	3280.20	3282.79	3277.92	3278.99	4267	0	8
2025.06.30	07:00:00	3279.03	3286.32	3277.02	3285.62	3638	0	7
2025.06.30	08:00:00	3285.53	3291.37	3284.69	3288.92	5382	0	7
2025.06.30	09:00:00	3288.98	3295.57	3287.95	3292.12	7572	0	7
2025.06.30	10:00:00	3292.05	3296.81	3290.80	3292.95	6665	0	7
2025.06.30	11:00:00	3292.86	3296.58	3288.15	3289.21	6195	0	7
2025.06.30	12:00:00	3289.05	3289.05	3277.52	3287.89	8160	0	7
2025.06.30	13:00:00	3287.93	3288.84	3282.53	3283.53	4398	0	7
2025.06.30	14:00:00	3283.31	3283.70	3274.58	3277.98	7339	0	7
2025.06.30	15:00:00	3278.20	3288.99	3278.17	3282.04	7842	0	7
2025.06.30	16:00:00	3282.06	3287.06	3277.98	3284.82	11422	0	7
2025.06.30	17:00:00	3284.93	3289.56	3279.24	3287.74	10970	0	7
2025.06.30	18:00:00	3287.69	3290.71	3283.70	3289.56	9246	0	7
2025.06.30	19:00:00	3289.72	3297.42	3288.70	3297.27	7605	0	7
2025.06.30	20:00:00	3297.20	3298.46	3292.12	3294.04	7088	0	7
2025.06.30	21:00:00	3294.07	3299.59	3292.65	3298.43	5689	0	7
2025.06.30	22:00:00	3298.45	3309.52	3298.05	3308.65	6157	0	7
2025.06.30	23:00:00	3308.67	3309.26	3302.05	3302.76	3223	0	7
2025.07.01	01:00:00	3303.39	3314.46	3302.41	3311.47	4052	0	8
2025.07.01	02:00:00	3311.51	3312.53	3308.64	3312.51	3993	0	8
2025.07.01	03:00:00	3312.48	3314.87	3309.98	3314.77	4356	0	8
2025.07.01	04:00:00	3314.65	3321.08	3313.97	3317.85	8105	0	8
2025.07.01	05:00:00	3317.75	3319.41	3314.49	3316.20	6184	0	8
2025.07.01	06:00:00	3316.18	3322.63	3315.91	3321.19	4885	0	8
2025.07.01	07:00:00	3321.22	3323.12	3318.96	3322.91	3452	0	7
2025.07.01	08:00:00	3322.87	3332.23	3322.87	3328.72	6174	0	12
2025.07.01	09:00:00	3328.71	3334.53	3325.07	3331.40	8307	0	7
2025.07.01	10:00:00	3331.41	3339.88	3330.83	3339.53	9542	0	7
2025.07.01	11:00:00	3339.51	3342.47	3336.85	3339.60	7384	0	7
2025.07.01	12:00:00	3339.64	3348.08	3338.32	3345.74	8771	0	7
2025.07.01	13:00:00	3345.76	3349.71	3344.44	3348.66	6253	0	7
2025.07.01	14:00:00	3348.67	3352.88	3347.06	3349.04	8059	0	7
2025.07.01	15:00:00	3349.06	3358.01	3348.31	3354.47	11074	0	7
2025.07.01	16:00:00	3354.56	3355.64	3344.46	3351.87	14274	0	7
2025.07.01	17:00:00	3351.38	3354.44	3343.63	3345.75	14005	0	7
2025.07.01	18:00:00	3345.74	3346.69	3337.02	3340.24	11884	0	7
2025.07.01	19:00:00	3340.25	3343.46	3337.60	3341.78	8756	0	7
2025.07.01	20:00:00	3341.74	3342.20	3336.97	3339.75	7858	0	7
2025.07.01	21:00:00	3339.59	3339.89	3336.97	3337.97	5363	0	7
2025.07.01	22:00:00	3337.95	3340.12	3336.90	3338.11	5609	0	7
2025.07.01	23:00:00	3338.02	3340.18	3336.94	3337.86	2759	0	7
2025.07.02	01:00:00	3335.84	3343.79	3335.84	3341.55	3575	0	8
2025.07.02	02:00:00	3341.68	3341.80	3336.77	3338.13	3083	0	8
2025.07.02	03:00:00	3338.18	3344.98	3334.64	3338.87	6926	0	8
2025.07.02	04:00:00	3338.94	3342.85	3331.01	3332.24	8056	0	8
2025.07.02	05:00:00	3332.23	3338.21	3328.60	3336.69	5956	0	8
2025.07.02	06:00:00	3336.70	3342.09	3334.92	3339.96	4491	0	8
2025.07.02	07:00:00	3339.98	3341.99	3339.56	3340.00	3278	0	7
2025.07.02	08:00:00	3340.05	3343.74	3336.53	3338.71	5248	0	10
2025.07.02	09:00:00	3338.77	3339.35	3329.92	3333.54	6780	0	7
2025.07.02	10:00:00	3333.45	3336.76	3327.62	3334.79	7831	0	7
2025.07.02	11:00:00	3334.66	3338.02	3332.95	3333.59	5899	0	7
2025.07.02	12:00:00	3333.60	3342.32	3333.14	3341.68	6416	0	7
2025.07.02	13:00:00	3341.62	3345.68	3340.63	3344.41	4696	0	7
2025.07.02	14:00:00	3344.40	3347.71	3339.82	3342.27	6560	0	7
2025.07.02	15:00:00	3342.26	3351.22	3337.79	3346.69	11528	0	7
2025.07.02	16:00:00	3346.66	3346.66	3334.95	3337.41	12337	0	7
